trade_date,max_industry_weight,violates_industry_cap,cash_weight
2020-01-02,0.3,False,0.3500000000000001
2020-02-07,0.29999999999999993,False,0.34736842105263155
2020-03-06,0.3,False,0.3500000000000001
2020-04-03,0.29999999999999993,False,0.34736842105263155
2020-05-07,0.29999999999999993,False,0.34736842105263155
2020-06-04,0.3,False,0.40000000000000013
2020-07-06,0.29999999999999993,False,0.34736842105263155
2020-08-03,0.29999999999999993,False,0.34736842105263155
2020-08-31,0.29999999999999993,False,0.34736842105263155
2020-09-28,0.3,False,0.3500000000000001
2020-11-03,0.29999999999999993,False,0.34736842105263155
2020-12-01,0.29999999999999993,False,0.34736842105263155
2020-12-29,0.3,False,0.34444444444444433
2021-01-27,0.3,False,0.3500000000000001
2021-03-03,0.3,False,0.3500000000000001
2021-03-31,0.3,False,0.3500000000000001
2021-04-29,0.29999999999999993,False,0.34736842105263155
2021-06-01,0.29999999999999993,False,0.34736842105263155
2021-06-30,0.29999999999999993,False,0.34736842105263155
2021-07-28,0.29999999999999993,False,0.34736842105263155
2021-08-25,0.3,False,0.3500000000000001
2021-09-24,0.3,False,0.3500000000000001
2021-10-29,0.29999999999999993,False,0.34736842105263155
2021-11-26,0.3,False,0.3500000000000001
2021-12-24,0.29999999999999993,False,0.34736842105263155
2022-01-24,0.29999999999999993,False,0.34736842105263155
2022-02-28,0.29999999999999993,False,0.34736842105263155
2022-03-28,0.29999999999999993,False,0.34736842105263155
2022-04-27,0.3,False,0.3500000000000001
2022-05-30,0.3,False,0.34444444444444433
2022-06-28,0.3,False,0.34444444444444433
2022-07-26,0.3,False,0.3500000000000001
2022-08-23,0.3,False,0.3411764705882354
2022-09-21,0.3,False,0.34444444444444433
2022-10-26,0.29999999999999993,False,0.34736842105263155
2022-11-23,0.29999999999999993,False,0.34736842105263155
2022-12-21,0.29999999999999993,False,0.34736842105263155
2023-01-19,0.3,False,0.34444444444444433
2023-02-23,0.3,False,0.34444444444444433
2023-03-23,0.29999999999999993,False,0.34736842105263155
2023-04-21,0.29999999999999993,False,0.34736842105263155
2023-05-24,0.3,False,0.34444444444444433
2023-06-21,0.3,False,0.3500000000000001
2023-07-21,0.3,False,0.3500000000000001
2023-08-18,0.3,False,0.3500000000000001
2023-09-15,0.3,False,0.34444444444444433
2023-10-23,0.3,False,0.34444444444444433
2023-11-20,0.3,False,0.3500000000000001
2023-12-18,0.29999999999999993,False,0.4
