trade_date,holding_count,max_stock_weight,violates_stock_cap,cash_weight
2020-01-02,20,0.05,False,0.3500000000000001
2020-02-07,19,0.05263157894736842,False,0.34736842105263155
2020-03-06,20,0.05,False,0.3500000000000001
2020-04-03,19,0.05263157894736842,False,0.34736842105263155
2020-05-07,19,0.05263157894736842,False,0.34736842105263155
2020-06-04,19,0.04999999999999999,False,0.40000000000000013
2020-07-06,19,0.05263157894736842,False,0.34736842105263155
2020-08-03,19,0.05263157894736842,False,0.34736842105263155
2020-08-31,19,0.05263157894736842,False,0.34736842105263155
2020-09-28,20,0.05,False,0.3500000000000001
2020-11-03,19,0.05263157894736842,False,0.34736842105263155
2020-12-01,19,0.05263157894736842,False,0.34736842105263155
2020-12-29,18,0.05555555555555555,False,0.34444444444444433
2021-01-27,20,0.05,False,0.3500000000000001
2021-03-03,20,0.05,False,0.3500000000000001
2021-03-31,20,0.05,False,0.3500000000000001
2021-04-29,19,0.05263157894736842,False,0.34736842105263155
2021-06-01,19,0.05263157894736842,False,0.34736842105263155
2021-06-30,19,0.05263157894736842,False,0.34736842105263155
2021-07-28,19,0.05263157894736842,False,0.34736842105263155
2021-08-25,20,0.05,False,0.3500000000000001
2021-09-24,20,0.05,False,0.3500000000000001
2021-10-29,19,0.05263157894736842,False,0.34736842105263155
2021-11-26,20,0.05,False,0.3500000000000001
2021-12-24,19,0.05263157894736842,False,0.34736842105263155
2022-01-24,19,0.05263157894736842,False,0.34736842105263155
2022-02-28,19,0.05263157894736842,False,0.34736842105263155
2022-03-28,19,0.05263157894736842,False,0.34736842105263155
2022-04-27,20,0.05,False,0.3500000000000001
2022-05-30,18,0.05555555555555555,False,0.34444444444444433
2022-06-28,18,0.05555555555555555,False,0.34444444444444433
2022-07-26,20,0.05,False,0.3500000000000001
2022-08-23,17,0.058823529411764705,False,0.3411764705882354
2022-09-21,18,0.05555555555555555,False,0.34444444444444433
2022-10-26,19,0.05263157894736842,False,0.34736842105263155
2022-11-23,19,0.05263157894736842,False,0.34736842105263155
2022-12-21,19,0.05263157894736842,False,0.34736842105263155
2023-01-19,18,0.05555555555555555,False,0.34444444444444433
2023-02-23,18,0.05555555555555555,False,0.34444444444444433
2023-03-23,19,0.05263157894736842,False,0.34736842105263155
2023-04-21,19,0.05263157894736842,False,0.34736842105263155
2023-05-24,18,0.05555555555555555,False,0.34444444444444433
2023-06-21,20,0.05,False,0.3500000000000001
2023-07-21,20,0.05,False,0.3500000000000001
2023-08-18,20,0.05,False,0.3500000000000001
2023-09-15,18,0.05555555555555555,False,0.34444444444444433
2023-10-23,18,0.05555555555555555,False,0.34444444444444433
2023-11-20,20,0.05,False,0.3500000000000001
2023-12-18,20,0.05,False,0.4
