trade_date,factor,ic,rank_ic
2020-01-02,factor_turnover,,
2020-01-03,factor_turnover,,
2020-01-06,factor_turnover,,
2020-01-07,factor_turnover,,
2020-01-08,factor_turnover,,
2020-01-09,factor_turnover,,
2020-01-10,factor_turnover,,
2020-01-13,factor_turnover,,
2020-01-14,factor_turnover,,
2020-01-15,factor_turnover,,
2020-01-16,factor_turnover,,
2020-01-17,factor_turnover,,
2020-01-20,factor_turnover,,
2020-01-21,factor_turnover,,
2020-01-22,factor_turnover,,
2020-01-23,factor_turnover,,
2020-02-03,factor_turnover,,
2020-02-04,factor_turnover,,
2020-02-05,factor_turnover,,
2020-02-06,factor_turnover,-0.08459353602593767,-0.08294788775824853
2020-02-07,factor_turnover,-0.12191751721231484,-0.13980881899475794
2020-02-10,factor_turnover,-0.04365553706744674,-0.03089731729879741
2020-02-11,factor_turnover,-0.1463600250834799,-0.0963922294172063
2020-02-12,factor_turnover,-0.06767582433372099,-0.02608695652173913
2020-02-13,factor_turnover,0.04324098968223522,0.17866724236808862
2020-02-14,factor_turnover,-0.036177048502626055,0.07986432315757014
2020-02-17,factor_turnover,0.14784797444142989,0.21048411964230648
2020-02-18,factor_turnover,0.20347435635294414,0.23737280296022198
2020-02-19,factor_turnover,0.1764568090875581,0.27585568917668823
2020-02-20,factor_turnover,0.14346896780461194,0.15436324390995992
2020-02-21,factor_turnover,0.220669772169389,0.2928769657724329
2020-02-24,factor_turnover,0.3640769332332108,0.3739130434782609
2020-02-25,factor_turnover,0.45011021006755025,0.3705827937095282
2020-02-26,factor_turnover,0.32861912972018703,0.25402405180388526
2020-02-27,factor_turnover,0.3610984429811405,0.3186555658341042
2020-02-28,factor_turnover,0.3179814273679795,0.2202281837804502
2020-03-02,factor_turnover,0.3575788652450856,0.24489670058587729
2020-03-03,factor_turnover,0.3713024390276407,0.34307739747147703
2020-03-04,factor_turnover,0.3144725175448496,0.34776441566450816
2020-03-05,factor_turnover,0.2687602005203782,0.34172062904717854
2020-03-06,factor_turnover,0.3293088710291413,0.3444341658957755
2020-03-09,factor_turnover,0.2717534907742448,0.2505704594511255
