trade_date,group,ret_20d_fwd,factor
2020-02-07,1,0.1886397926232501,factor_volatility
2020-02-07,2,0.204913517850761,factor_volatility
2020-02-07,3,0.030347974057185777,factor_volatility
2020-02-07,4,0.11292108857057961,factor_volatility
2020-02-07,5,0.09798259526322176,factor_volatility
2020-02-07,6,0.10181899441487345,factor_volatility
2020-02-07,7,0.08500369526171733,factor_volatility
2020-02-07,8,0.058251113986588623,factor_volatility
2020-02-07,9,0.1324378828951293,factor_volatility
2020-02-07,10,0.08192916124999614,factor_volatility
2020-02-10,1,0.13888964584535937,factor_volatility
2020-02-10,2,0.07669805402629952,factor_volatility
2020-02-10,3,0.03326109172596163,factor_volatility
2020-02-10,4,-0.010431194500814079,factor_volatility
2020-02-10,5,0.102582692611749,factor_volatility
2020-02-10,6,0.06174758365617452,factor_volatility
2020-02-10,7,0.03227620661099863,factor_volatility
2020-02-10,8,0.007766131550503441,factor_volatility
2020-02-10,9,0.09237139292175481,factor_volatility
2020-02-10,10,0.041352599799871756,factor_volatility
2020-02-11,1,0.205076240648529,factor_volatility
2020-02-11,2,0.08926045689160653,factor_volatility
2020-02-11,3,-0.008360557902794274,factor_volatility
2020-02-11,4,0.0474234612431263,factor_volatility
2020-02-11,5,0.052491460684543974,factor_volatility
2020-02-11,6,0.06549249592500216,factor_volatility
2020-02-11,7,0.05211836481918657,factor_volatility
2020-02-11,8,0.01012869938097338,factor_volatility
2020-02-11,9,0.0982475454225795,factor_volatility
2020-02-11,10,0.06311833052464114,factor_volatility
2020-02-12,1,0.1628262993530409,factor_volatility
2020-02-12,2,0.07084798256396464,factor_volatility
2020-02-12,3,0.021915384674783475,factor_volatility
2020-02-12,4,-0.01206188422626836,factor_volatility
2020-02-12,5,0.045566076688198454,factor_volatility
2020-02-12,6,0.05961569748769974,factor_volatility
2020-02-12,7,0.016566982720670774,factor_volatility
2020-02-12,8,0.030785473042881584,factor_volatility
2020-02-12,9,0.04431437973724828,factor_volatility
2020-02-12,10,0.04361269736338806,factor_volatility
2020-02-13,1,0.09944396149769354,factor_volatility
2020-02-13,2,0.032931805294380376,factor_volatility
2020-02-13,3,0.002630278397987649,factor_volatility
2020-02-13,4,0.03162068016703294,factor_volatility
2020-02-13,5,-0.05308162760161478,factor_volatility
2020-02-13,6,0.05979083320617016,factor_volatility
2020-02-13,7,0.0101966808928948,factor_volatility
2020-02-13,8,-0.008700938692775783,factor_volatility
2020-02-13,9,0.07251638189368337,factor_volatility
2020-02-13,10,0.034811907837130486,factor_volatility
2020-02-14,1,0.09948094694955355,factor_volatility
