year,composite_factor,rank_ic_mean,rank_ic_win_rate,sample_periods
2020,composite_equal,-0.028895903380200583,0.45267489711934156,243
2020,composite_equal_industry_size_neutral,0.07269998717367794,0.6625514403292181,243
2020,composite_equal_neutral,0.04383246209614461,0.6090534979423868,243
2020,composite_equal_size_neutral,0.04383246209614461,0.6090534979423868,243
2020,composite_ic_weight,0.022342251580757144,0.5491071428571429,224
2020,composite_ic_weight_industry_size_neutral,0.05267727584510338,0.6205357142857143,224
2020,composite_ic_weight_neutral,0.032352723666005945,0.5848214285714286,224
2020,composite_ic_weight_size_neutral,0.032352723666005945,0.5848214285714286,224
2020,composite_pca,0.001978217919240694,0.5426008968609866,223
2020,composite_pca_industry_size_neutral,0.040212654050782545,0.600896860986547,223
2020,composite_pca_neutral,0.02435759396952781,0.5515695067264574,223
2020,composite_pca_size_neutral,0.02435759396952781,0.5515695067264574,223
2020,composite_rolling_ic_weight,-0.004125482374456812,0.48559670781893005,243
2020,composite_rolling_ic_weight_industry_size_neutral,0.0327331944924443,0.5473251028806584,243
2020,composite_rolling_ic_weight_size_neutral,0.012217033410593128,0.5185185185185185,243
2021,composite_equal,0.08333725799192804,0.6337448559670782,243
2021,composite_equal_industry_size_neutral,0.042630816235485106,0.6172839506172839,243
2021,composite_equal_neutral,0.0433613491306214,0.6213991769547325,243
2021,composite_equal_size_neutral,0.0433613491306214,0.6213991769547325,243
2021,composite_ic_weight,0.04959808501591677,0.5925925925925926,243
2021,composite_ic_weight_industry_size_neutral,0.06511585185409333,0.6584362139917695,243
2021,composite_ic_weight_neutral,0.06917955618775051,0.6625514403292181,243
2021,composite_ic_weight_size_neutral,0.06917955618775051,0.6625514403292181,243
2021,composite_pca,0.015452444644800233,0.49382716049382713,243
2021,composite_pca_industry_size_neutral,0.0646326096493321,0.6378600823045267,243
2021,composite_pca_neutral,0.06855933753646473,0.6502057613168725,243
2021,composite_pca_size_neutral,0.06855933753646473,0.6502057613168725,243
2021,composite_rolling_ic_weight,0.09145316582478215,0.6378600823045267,243
2021,composite_rolling_ic_weight_industry_size_neutral,0.029773131833026885,0.5596707818930041,243
2021,composite_rolling_ic_weight_size_neutral,0.030168596414978533,0.5473251028806584,243
2022,composite_equal,0.047775461468423625,0.5785123966942148,242
2022,composite_equal_industry_size_neutral,0.06186212799872803,0.6198347107438017,242
2022,composite_equal_neutral,0.06517755166409374,0.628099173553719,242
2022,composite_equal_size_neutral,0.06517755166409374,0.628099173553719,242
2022,composite_ic_weight,0.08834141298985275,0.6859504132231405,242
2022,composite_ic_weight_industry_size_neutral,0.10488986912698325,0.7107438016528925,242
2022,composite_ic_weight_neutral,0.10303884855029588,0.7107438016528925,242
2022,composite_ic_weight_size_neutral,0.10303884855029588,0.7107438016528925,242
2022,composite_pca,-0.011925279224915057,0.45454545454545453,242
2022,composite_pca_industry_size_neutral,0.0325703748837317,0.5495867768595041,242
2022,composite_pca_neutral,0.026222657867129774,0.5247933884297521,242
2022,composite_pca_size_neutral,0.026222657867129774,0.5247933884297521,242
2022,composite_rolling_ic_weight,0.10228147295784269,0.7479338842975206,242
2022,composite_rolling_ic_weight_industry_size_neutral,0.11323830822168403,0.6942148760330579,242
2022,composite_rolling_ic_weight_size_neutral,0.10880292640523156,0.7024793388429752,242
2023,composite_equal,0.04912612727962159,0.6486486486486487,222
2023,composite_equal_industry_size_neutral,0.033205490865205634,0.5675675675675675,222
2023,composite_equal_neutral,0.04272647361346466,0.6081081081081081,222
2023,composite_equal_size_neutral,0.04272647361346466,0.6081081081081081,222
2023,composite_ic_weight,0.07317765979485436,0.6171171171171171,222
2023,composite_ic_weight_industry_size_neutral,0.06141501265375476,0.5945945945945946,222
2023,composite_ic_weight_neutral,0.0748821771327587,0.6261261261261262,222
2023,composite_ic_weight_size_neutral,0.0748821771327587,0.6261261261261262,222
2023,composite_pca,0.06082301852727618,0.6171171171171171,222
2023,composite_pca_industry_size_neutral,0.0539502455568592,0.5900900900900901,222
2023,composite_pca_neutral,0.06916140738127939,0.5990990990990991,222
2023,composite_pca_size_neutral,0.06916140738127939,0.5990990990990991,222
2023,composite_rolling_ic_weight,0.07930643914329116,0.6621621621621622,222
2023,composite_rolling_ic_weight_industry_size_neutral,0.05973806470690362,0.6036036036036037,222
2023,composite_rolling_ic_weight_size_neutral,0.0718663652092073,0.6306306306306306,222
