year,composite_factor,rank_ic_mean,rank_ic_win_rate,long_short_return,sharpe,win_rate
2020,composite_equal,-0.028895903380200583,0.45267489711934156,-0.16301830745087398,-0.7070204321460603,0.4444444444444444
2021,composite_equal,0.08333725799192804,0.6337448559670782,0.29308365505119327,1.13110032742188,0.5679012345679012
2022,composite_equal,0.047775461468423625,0.5785123966942148,0.15421652049419077,0.8324271661145929,0.5702479338842975
2023,composite_equal,0.04912612727962159,0.6486486486486487,0.020479876442356604,0.1117961039612713,0.5765765765765766
2020,composite_equal_size_neutral,0.04383246209614461,0.6090534979423868,-0.0037792202821209653,-0.017772251552121667,0.522633744855967
2021,composite_equal_size_neutral,0.0433613491306214,0.6213991769547325,0.06456657545434807,0.28115076001911765,0.5349794238683128
2022,composite_equal_size_neutral,0.06517755166409374,0.628099173553719,0.18847821359098282,1.0805469185234433,0.6115702479338843
2023,composite_equal_size_neutral,0.04272647361346466,0.6081081081081081,-0.015992070210948173,-0.09182787953527202,0.5045045045045045
2020,composite_equal_industry_size_neutral,0.07269998717367794,0.6625514403292181,0.07496671664642052,0.35347115086845465,0.5555555555555556
2021,composite_equal_industry_size_neutral,0.042630816235485106,0.6172839506172839,0.11349672792848908,0.5180314925719071,0.5473251028806584
2022,composite_equal_industry_size_neutral,0.06186212799872803,0.6198347107438017,0.18765593126158775,1.0411238435624246,0.6074380165289256
2023,composite_equal_industry_size_neutral,0.033205490865205634,0.5675675675675675,-0.04102161940542015,-0.22915955886676817,0.46396396396396394
2020,composite_equal_neutral,0.04383246209614461,0.6090534979423868,-0.0037792202821209653,-0.017772251552121667,0.522633744855967
2021,composite_equal_neutral,0.0433613491306214,0.6213991769547325,0.06456657545434807,0.28115076001911765,0.5349794238683128
2022,composite_equal_neutral,0.06517755166409374,0.628099173553719,0.18847821359098282,1.0805469185234433,0.6115702479338843
2023,composite_equal_neutral,0.04272647361346466,0.6081081081081081,-0.015992070210948173,-0.09182787953527202,0.5045045045045045
2020,composite_ic_weight,0.022342251580757144,0.5491071428571429,-0.018152278777815112,-0.09215786310200626,0.49382716049382713
2021,composite_ic_weight,0.04959808501591677,0.5925925925925926,0.10607700418252053,0.49406099850134755,0.5267489711934157
2022,composite_ic_weight,0.08834141298985275,0.6859504132231405,0.213122217547854,1.0035601749763914,0.6157024793388429
2023,composite_ic_weight,0.07317765979485436,0.6171171171171171,0.06861023038562641,0.3364288959692729,0.5765765765765766
2020,composite_ic_weight_size_neutral,0.032352723666005945,0.5848214285714286,-0.018909551063653773,-0.09566625354541128,0.5102880658436214
2021,composite_ic_weight_size_neutral,0.06917955618775051,0.6625514403292181,0.23039461689272023,1.1338441600102132,0.6049382716049383
2022,composite_ic_weight_size_neutral,0.10303884855029588,0.7107438016528925,0.27213645083991755,1.28536436753652,0.6239669421487604
2023,composite_ic_weight_size_neutral,0.0748821771327587,0.6261261261261262,0.0626746680518524,0.30893126423960676,0.5675675675675675
2020,composite_ic_weight_industry_size_neutral,0.05267727584510338,0.6205357142857143,0.03795387610687806,0.20057737020537608,0.49794238683127573
2021,composite_ic_weight_industry_size_neutral,0.06511585185409333,0.6584362139917695,0.17232730875567248,0.8124937995862282,0.5637860082304527
2022,composite_ic_weight_industry_size_neutral,0.10488986912698325,0.7107438016528925,0.31908104966371376,1.5531986651410088,0.6859504132231405
2023,composite_ic_weight_industry_size_neutral,0.06141501265375476,0.5945945945945946,0.01061373506579577,0.052432129103081884,0.536036036036036
2020,composite_ic_weight_neutral,0.032352723666005945,0.5848214285714286,-0.018909551063653773,-0.09566625354541128,0.5102880658436214
2021,composite_ic_weight_neutral,0.06917955618775051,0.6625514403292181,0.23039461689272023,1.1338441600102132,0.6049382716049383
2022,composite_ic_weight_neutral,0.10303884855029588,0.7107438016528925,0.27213645083991755,1.28536436753652,0.6239669421487604
2023,composite_ic_weight_neutral,0.0748821771327587,0.6261261261261262,0.0626746680518524,0.30893126423960676,0.5675675675675675
2020,composite_pca,0.001978217919240694,0.5426008968609866,0.011513771813364215,0.05499241615033953,0.5381165919282511
2021,composite_pca,0.015452444644800233,0.49382716049382713,-0.09284055712242789,-0.33695385666724387,0.43621399176954734
2022,composite_pca,-0.011925279224915057,0.45454545454545453,-0.06556895934912377,-0.2847869276403034,0.4628099173553719
2023,composite_pca,0.06082301852727618,0.6171171171171171,0.031469857354609054,0.17528315558472404,0.6036036036036037
2020,composite_pca_size_neutral,0.02435759396952781,0.5515695067264574,0.03625437551190269,0.1864517044016175,0.5426008968609866
2021,composite_pca_size_neutral,0.06855933753646473,0.6502057613168725,0.05864208057323905,0.25129699708831094,0.5267489711934157
2022,composite_pca_size_neutral,0.026222657867129774,0.5247933884297521,-0.00790947545167564,-0.03488049947429225,0.5289256198347108
2023,composite_pca_size_neutral,0.06916140738127939,0.5990990990990991,0.07280312709127146,0.3806164150045642,0.5855855855855856
2020,composite_pca_industry_size_neutral,0.040212654050782545,0.600896860986547,0.10524824194392779,0.5604808263644216,0.5650224215246636
2021,composite_pca_industry_size_neutral,0.0646326096493321,0.6378600823045267,0.10076225584405885,0.4355808126346835,0.5308641975308642
2022,composite_pca_industry_size_neutral,0.0325703748837317,0.5495867768595041,0.05316516209610711,0.23909256059802086,0.5495867768595041
2023,composite_pca_industry_size_neutral,0.0539502455568592,0.5900900900900901,0.019663318130541674,0.10052429268861329,0.5630630630630631
2020,composite_pca_neutral,0.02435759396952781,0.5515695067264574,0.03625437551190269,0.1864517044016175,0.5426008968609866
2021,composite_pca_neutral,0.06855933753646473,0.6502057613168725,0.05864208057323905,0.25129699708831094,0.5267489711934157
2022,composite_pca_neutral,0.026222657867129774,0.5247933884297521,-0.00790947545167564,-0.03488049947429225,0.5289256198347108
2023,composite_pca_neutral,0.06916140738127939,0.5990990990990991,0.07280312709127146,0.3806164150045642,0.5855855855855856
2020,composite_rolling_ic_weight,-0.004125482374456812,0.48559670781893005,-0.14203102300692194,-0.6519541330024072,0.4403292181069959
2021,composite_rolling_ic_weight,0.09145316582478215,0.6378600823045267,0.4559150528073459,1.6247832778368085,0.6296296296296297
2022,composite_rolling_ic_weight,0.10228147295784269,0.7479338842975206,0.2909640607201007,1.4356565318764105,0.6818181818181818
2023,composite_rolling_ic_weight,0.07930643914329116,0.6621621621621622,0.05044543170392091,0.2545422363932331,0.5540540540540541
2020,composite_rolling_ic_weight_size_neutral,0.012217033410593128,0.5185185185185185,-0.13295211026630505,-0.5920868599400613,0.4444444444444444
2021,composite_rolling_ic_weight_size_neutral,0.030168596414978533,0.5473251028806584,0.06719168126339126,0.3050328945462949,0.5267489711934157
2022,composite_rolling_ic_weight_size_neutral,0.10880292640523156,0.7024793388429752,0.32033876547372664,1.6575657088497744,0.6694214876033058
2023,composite_rolling_ic_weight_size_neutral,0.0718663652092073,0.6306306306306306,0.04345466771949358,0.2225837016965702,0.5675675675675675
2020,composite_rolling_ic_weight_industry_size_neutral,0.0327331944924443,0.5473251028806584,-0.046812107912024614,-0.20124498675603805,0.4773662551440329
2021,composite_rolling_ic_weight_industry_size_neutral,0.029773131833026885,0.5596707818930041,0.08315471856894363,0.3873967298056308,0.5020576131687243
2022,composite_rolling_ic_weight_industry_size_neutral,0.11323830822168403,0.6942148760330579,0.39015991684834495,1.985917388241652,0.6818181818181818
2023,composite_rolling_ic_weight_industry_size_neutral,0.05973806470690362,0.6036036036036037,0.01083647102154739,0.055066830529984095,0.5675675675675675
